GarageType,GarageYrBlt,GarageFinish,GarageQual,BsmtExposure,BsmtFinType2,BsmtFinType1,BsmtCond,BsmtQual,MasVnrArea,MasVnrType,Electrical,LotConfig,LandSlope,MSZoning,Foundation,ExterCond,ExterQual,Exterior2nd,Exterior1st,RoofMatl,RoofStyle,YearRemodAdd,YearBuilt,OverallCond,OverallQual,HouseStyle,BldgType,Condition2,BsmtFinSF1,LotArea,Street,LotShape,Condition1,Neighborhood,LandContour,Utilities,SaleCondition,HeatingQC,BsmtFinSF2,TotRmsAbvGrd,YrSold,MoSold,MiscVal,PoolArea,ScreenPorch,3SsnPorch,EnclosedPorch,OpenPorchSF,WoodDeckSF,PavedDrive,GarageArea,GarageCars,Fireplaces,Functional,KitchenQual,BsmtUnfSF,KitchenAbvGr,BedroomAbvGr,HalfBath,FullBath,BsmtHalfBath,BsmtFullBath,GrLivArea,LowQualFinSF,2ndFlrSF,1stFlrSF,CentralAir,SaleType,Heating,TotalBsmtSF,MSSubClass
Detchd,1999.0,Unf,TA,No,Unf,Unf,TA,Gd,456.0,BrkFace,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,MetalSd,MetalSd,CompShg,Gable,2000,1999,5,8,2Story,Twnhs,Norm,0,2645,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,5,2007,11,0,0,0,0,0,0,206,Y,492,2,0,Typ,Gd,776,1,2,1,2,0,0,1441,0,677,764,Y,WD,GasA,776,160
Detchd,1925.0,Unf,TA,Mn,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gambrel,1994,1925,8,5,1.5Fin,1Fam,Norm,0,9600,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,6,2007,7,0,0,0,0,84,0,0,P,250,1,0,Typ,Gd,702,1,3,0,1,0,0,1472,0,630,842,Y,WD,GasA,702,50
Attchd,1999.0,Fin,TA,No,Unf,GLQ,TA,Ex,425.0,BrkFace,SBrkr,FR2,Gtl,RM,PConc,TA,TA,VinylSd,VinylSd,CompShg,Hip,1999,1999,5,6,1Story,TwnhsE,Norm,883,4500,Pave,Reg,Norm,Mitchel,Lvl,AllPub,Normal,Ex,0,5,2009,6,0,0,0,0,0,304,0,Y,402,2,0,Typ,TA,341,1,2,0,2,0,1,1224,0,0,1224,Y,WD,GasA,1224,120
Attchd,1969.0,Fin,TA,No,Unf,ALQ,TA,TA,143.0,Stone,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1969,1969,7,6,2Story,1Fam,Norm,371,9364,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,7,2010,3,0,0,0,0,0,36,379,Y,299,1,0,Typ,TA,292,1,4,1,1,0,0,1352,0,689,663,Y,WD,GasA,663,60
Attchd,2005.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2005,2005,5,6,2Story,1Fam,Norm,0,8029,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,8,2008,7,0,0,0,0,0,24,100,Y,400,2,0,Typ,Gd,728,1,3,1,2,0,0,1456,0,728,728,Y,WD,GasA,728,60
BuiltIn,2006.0,Fin,TA,Av,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,7,2Story,1Fam,Norm,0,14054,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Partial,Ex,0,9,2006,11,0,0,0,0,0,17,100,Y,660,3,1,Typ,Gd,879,1,4,1,2,0,0,1863,0,984,879,Y,New,GasA,879,60
Detchd,1916.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RM,BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1916,6,7,2.5Unf,1Fam,Norm,0,8850,Pave,IR1,Norm,OldTown,Bnk,AllPub,Normal,Ex,0,7,2006,7,0,0,0,0,330,0,0,Y,225,1,1,Typ,TA,815,1,3,0,1,0,0,1690,0,875,815,Y,ConLw,GasA,815,75
Attchd,2001.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2001,2001,5,7,1Story,1Fam,Norm,0,9100,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2009,6,0,0,0,0,0,0,356,Y,573,2,0,Typ,Gd,1212,1,3,0,2,0,0,1212,0,0,1212,Y,WD,GasA,1212,20
Attchd,1974.0,Unf,TA,No,Unf,Rec,TA,TA,51.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1979,1963,5,4,1Story,1Fam,Norm,547,11235,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,Gd,0,6,2006,10,0,0,0,0,0,82,0,Y,459,2,1,Typ,TA,504,1,3,1,1,0,0,1382,0,0,1382,Y,WD,GasA,1051,20
Attchd,1972.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1970,1970,5,4,1Story,1Fam,Norm,0,9353,Pave,Reg,Norm,NAmes,Lvl,AllPub,Abnorml,Gd,0,5,2006,7,0,0,0,0,0,0,0,Y,280,1,0,Typ,TA,864,1,3,0,1,0,0,864,0,0,864,Y,Oth,GasA,864,20
Attchd,1998.0,RFn,TA,Av,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1998,5,7,2Story,1Fam,Norm,0,10400,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2009,3,0,0,0,0,0,36,198,Y,546,2,0,Typ,Gd,866,1,3,1,2,0,0,1779,0,913,866,Y,WD,GasA,866,60
Detchd,1960.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RM,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1997,1925,8,5,1.5Fin,1Fam,Norm,0,6000,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Normal,Ex,0,5,2009,5,0,0,0,0,208,0,0,N,216,1,1,Typ,TA,884,1,3,0,1,0,1,1348,0,464,884,Y,WD,GasA,884,50
Attchd,2000.0,Unf,TA,No,Unf,Unf,TA,Gd,171.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2001,2000,5,7,1Story,1Fam,Norm,0,9750,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2009,10,0,0,0,0,0,234,74,Y,451,2,1,Typ,Gd,1630,1,3,0,2,0,0,1630,0,0,1630,Y,WD,GasA,1630,20
Attchd,1975.0,RFn,TA,No,Unf,ALQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1975,1975,6,5,1Story,1Fam,Norm,788,10140,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Normal,Ex,0,6,2006,7,0,0,0,0,0,88,0,Y,495,2,0,Typ,TA,268,1,3,1,1,0,1,1074,0,0,1074,Y,WD,GasA,1056,20
Attchd,1990.0,RFn,TA,Mn,BLQ,ALQ,TA,Gd,234.0,BrkFace,SBrkr,CulDSac,Gtl,RL,CBlock,TA,Gd,HdBoard,HdBoard,CompShg,Hip,1991,1990,7,7,1Story,1Fam,Norm,485,14684,Pave,IR1,Norm,SawyerW,Lvl,AllPub,Normal,Gd,177,7,2009,6,0,0,0,0,0,70,84,Y,701,3,1,Typ,Gd,1496,1,3,0,2,0,0,2196,0,0,2196,Y,WD,GasA,2158,20
Detchd,1966.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RH,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1966,1966,4,4,1Story,1Fam,Norm,1056,8900,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,TA,0,5,2006,11,0,0,0,0,0,42,0,Y,384,1,0,Typ,TA,0,1,2,0,1,0,1,1056,0,0,1056,Y,WD,GasA,1056,20
Attchd,2003.0,RFn,TA,Av,Unf,GLQ,TA,Gd,120.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,6,1Story,1Fam,Norm,340,9135,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2006,5,0,0,0,0,0,23,192,Y,544,2,0,Typ,Gd,1342,1,3,0,2,0,1,1700,0,0,1700,Y,WD,GasA,1682,20
Detchd,1980.0,Unf,TA,No,BLQ,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Gable,1980,1962,7,5,1Story,1Fam,Norm,504,7763,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,108,6,2008,10,0,0,0,0,0,0,0,Y,506,2,0,Typ,TA,319,1,3,0,1,0,1,1283,0,0,1283,Y,WD,GasA,931,20
Attchd,2006.0,RFn,TA,Mn,Unf,GLQ,TA,Ex,420.0,Stone,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2006,2006,5,8,1Story,1Fam,Norm,1220,10182,Pave,IR1,RRNn,Somerst,Lvl,AllPub,Partial,Ex,0,8,2006,5,0,0,0,0,0,50,322,Y,500,2,1,Typ,Gd,440,1,3,0,2,0,1,1660,0,0,1660,Y,New,GasA,1660,20
Attchd,1992.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,Wd Sdng,Wd Sdng,CompShg,Gable,1992,1992,5,6,2Story,1Fam,Norm,0,11218,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,Ex,0,8,2010,5,400,0,0,0,0,104,635,Y,462,2,1,Typ,Gd,1055,1,3,1,2,0,0,1845,0,790,1055,Y,WD,GasA,1055,60
Basment,1988.0,RFn,TA,Av,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Mod,RL,Wood,TA,Gd,Wd Sdng,Wd Sdng,CompShg,Gable,2005,1988,7,8,1.5Fin,1Fam,Norm,427,12134,Pave,IR1,Norm,Gilbert,Bnk,AllPub,Normal,Gd,0,8,2010,6,0,0,0,0,0,12,325,Y,492,2,0,Typ,TA,132,1,4,0,2,0,0,1752,0,672,1080,Y,WD,GasA,559,50
Attchd,1941.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Hip,1950,1941,6,4,1Story,1Fam,Norm,344,9340,Pave,Reg,Norm,Edwards,Lvl,AllPub,Normal,TA,0,4,2009,8,0,0,0,0,0,113,0,N,234,1,0,Typ,TA,328,1,2,0,1,0,1,672,0,0,672,Y,WD,GasA,672,30
Attchd,1965.0,Unf,TA,Av,Unf,GLQ,Gd,TA,0.0,None,SBrkr,CulDSac,Gtl,RL,CBlock,Gd,TA,VinylSd,VinylSd,CompShg,Gable,2001,1965,9,4,SLvl,1Fam,Norm,648,10246,Pave,IR1,Norm,Sawyer,Lvl,AllPub,Normal,Ex,0,3,2006,5,0,0,0,0,0,0,88,Y,364,1,0,Typ,TA,0,1,0,0,0,1,1,960,0,0,960,Y,WD,GasA,648,80
Attchd,1962.0,Unf,TA,Av,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1962,1962,5,5,SFoyer,1Fam,Norm,784,10205,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,6,2006,5,0,0,0,0,0,72,150,Y,300,1,0,Typ,TA,141,1,3,0,1,0,1,999,0,0,999,Y,WD,GasA,925,85
Detchd,1966.0,RFn,TA,No,LwQ,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1966,1966,5,5,1Story,1Fam,Norm,180,7094,Pave,IR1,Norm,Sawyer,Lvl,AllPub,Normal,TA,374,5,2007,5,0,0,0,0,0,0,0,Y,384,1,0,Typ,TA,340,1,3,0,1,0,0,894,0,0,894,Y,WD,GasA,894,20
Attchd,1978.0,Unf,TA,,,,,,0.0,None,SBrkr,Inside,Gtl,RM,Slab,TA,TA,VinylSd,VinylSd,CompShg,Gable,1978,1978,5,6,1.5Fin,Duplex,Norm,0,8930,Pave,Reg,RRAe,Sawyer,Lvl,AllPub,Normal,TA,0,8,2010,4,0,0,0,0,0,0,0,Y,539,2,0,Typ,TA,0,2,4,0,2,0,0,1902,0,584,1318,Y,WD,GasA,0,90
Attchd,2009.0,RFn,TA,Mn,Unf,GLQ,TA,Gd,72.0,Stone,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,CmentBd,CemntBd,CompShg,Gable,2009,2009,5,8,1Story,1Fam,Norm,936,8640,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,6,2009,9,0,0,0,0,0,112,135,Y,552,2,0,Typ,Gd,364,1,3,0,2,0,1,1314,0,0,1314,Y,New,GasA,1300,20
,,,,,,,,,0.0,None,SBrkr,Inside,Gtl,RM,Slab,TA,TA,AsbShng,AsbShng,CompShg,Gable,1950,1947,5,4,1.5Fin,1Fam,Norm,0,6240,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Normal,Gd,0,3,2006,7,0,0,0,0,0,0,0,N,0,0,0,Typ,TA,0,1,2,0,1,0,0,912,0,240,672,N,WD,GasA,0,50
,,,,No,Unf,Unf,TA,TA,236.0,BrkFace,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,CmentBd,CemntBd,CompShg,Gable,1971,1971,5,6,2Story,Twnhs,Norm,0,1680,Pave,Reg,Norm,BrDale,Lvl,AllPub,Abnorml,TA,0,7,2006,4,0,0,0,0,0,0,201,N,0,0,0,Typ,TA,672,1,3,1,1,0,0,1218,0,546,672,Y,WD,GasA,672,160
Attchd,1964.0,Unf,TA,No,LwQ,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1964,1964,5,5,1Story,1Fam,Norm,312,7800,Pave,IR1,Norm,NAmes,Lvl,AllPub,Abnorml,TA,600,5,2006,11,0,0,0,0,0,0,0,Y,288,1,0,Typ,TA,0,1,2,0,1,0,0,912,0,0,912,Y,WD,GasA,912,20
Attchd,1968.0,Unf,TA,No,LwQ,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1968,1968,5,5,1Story,1Fam,Norm,250,8250,Pave,Reg,Feedr,Sawyer,Lvl,AllPub,Normal,Ex,492,5,2008,8,0,0,0,0,0,63,0,Y,322,1,1,Typ,TA,210,1,3,0,1,0,0,1211,0,0,1211,Y,WD,GasA,952,20
Attchd,1949.0,Unf,TA,Mn,Unf,Rec,TA,TA,320.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1949,6,6,1.5Fin,1Fam,Norm,196,10496,Pave,Reg,Artery,NAmes,Lvl,AllPub,Normal,Ex,0,7,2007,1,0,0,0,0,0,0,0,Y,315,1,1,Typ,TA,844,1,3,0,2,0,0,1846,0,678,1168,Y,WD,GasA,1040,50
Detchd,1951.0,Unf,TA,No,Unf,LwQ,Fa,TA,44.0,BrkFace,FuseA,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Hip,1951,1951,3,5,1Story,1Fam,Norm,756,10680,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,7,2006,10,0,0,0,0,0,30,0,Y,528,2,0,Mod,TA,1380,1,4,0,2,0,0,2136,0,0,2136,N,WD,GasA,2136,20
Attchd,2004.0,Fin,TA,Av,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2004,5,7,2Story,1Fam,Norm,724,15384,Pave,IR1,RRAn,Gilbert,Lvl,AllPub,Normal,Ex,0,8,2008,2,0,0,0,0,0,75,100,Y,388,2,1,Typ,Gd,64,1,3,1,2,0,1,1490,0,702,788,Y,WD,GasA,788,60
Attchd,1958.0,RFn,TA,Av,Unf,GLQ,TA,TA,63.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,VinylSd,VinylSd,CompShg,Hip,1958,1958,8,6,SLvl,1Fam,Norm,507,10482,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,6,2007,6,0,0,0,0,0,0,224,Y,264,1,0,Typ,TA,81,1,3,0,1,1,0,1138,0,0,1138,Y,WD,GasA,588,80
BuiltIn,2007.0,Fin,TA,Mn,Unf,Unf,TA,Gd,74.0,Stone,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2007,2007,5,6,2Story,1Fam,Norm,0,14598,Pave,IR1,Feedr,Somerst,Lvl,AllPub,Normal,Ex,0,9,2008,1,0,0,0,0,0,18,100,Y,668,3,1,Typ,Gd,894,1,4,1,2,0,0,1933,0,1039,894,Y,WD,GasA,894,60
Detchd,1992.0,Unf,TA,No,Unf,ALQ,TA,TA,300.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,2008,1965,8,5,1Story,1Fam,Norm,595,8872,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,5,2008,12,0,0,0,0,0,240,0,Y,576,2,0,Typ,Gd,317,1,2,0,1,0,1,912,0,0,912,Y,WD,GasA,912,20
Attchd,2008.0,Fin,TA,No,Unf,GLQ,TA,Ex,766.0,BrkFace,SBrkr,Corner,Gtl,RL,PConc,TA,Ex,MetalSd,MetalSd,CompShg,Hip,2008,2008,5,9,1Story,TwnhsE,Norm,1540,8769,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,7,2008,10,0,0,224,0,0,72,0,Y,1052,3,1,Typ,Ex,162,1,1,1,1,0,1,1702,0,0,1702,Y,New,GasA,1702,120
Basment,1960.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,BrkFace,CompShg,Hip,1960,1960,5,5,SLvl,1Fam,Norm,666,7910,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,7,2008,8,0,0,0,0,0,0,0,Y,404,1,0,Maj1,TA,409,1,4,0,2,0,0,1507,0,0,1507,Y,WD,GasA,1075,80
BuiltIn,1977.0,RFn,TA,No,Rec,GLQ,TA,Gd,1.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Shed,1977,1977,5,5,1.5Fin,Duplex,RRAe,498,18890,Pave,IR1,Feedr,Sawyer,Lvl,AllPub,Normal,Ex,211,12,2007,8,8300,0,0,0,145,24,155,N,600,2,1,Typ,TA,652,2,4,2,2,0,0,2620,0,1259,1361,Y,WD,GasA,1361,90
Attchd,1962.0,Unf,TA,Av,Unf,ALQ,TA,TA,120.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Hip,1962,1962,6,5,SLvl,Duplex,Norm,803,7728,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,6,2006,5,0,0,0,0,0,18,0,Y,540,2,0,Typ,TA,303,1,3,0,1,0,1,1190,0,0,1190,Y,WD,GasA,1106,90
CarPort,1962.0,Unf,TA,,,,,,0.0,None,SBrkr,FR2,Gtl,RL,Slab,TA,TA,HdBoard,HdBoard,CompShg,Gable,1962,1962,5,4,1Story,Duplex,Norm,0,9842,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,6,2007,3,0,0,0,0,0,0,0,Y,462,2,0,Typ,TA,0,2,2,0,2,0,0,1224,0,0,1224,Y,WD,GasA,0,90
Attchd,1959.0,RFn,TA,No,Unf,Rec,TA,TA,180.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Hip,1959,1959,5,5,1Story,1Fam,Norm,1000,12160,Pave,IR1,Norm,NAmes,Lvl,AllPub,Abnorml,Fa,0,6,2010,5,0,0,0,0,0,0,0,Y,531,2,0,Typ,TA,188,1,3,0,1,0,1,1188,0,0,1188,Y,COD,GasA,1188,20
,,,,Av,Unf,Unf,TA,TA,0.0,None,FuseA,Inside,Gtl,RH,PConc,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1911,6,5,2Story,1Fam,Norm,0,8525,Pave,Reg,Norm,SWISU,Bnk,AllPub,Abnorml,TA,0,7,2008,11,0,0,0,0,0,192,0,N,0,0,0,Typ,TA,940,1,4,1,1,0,0,1964,0,940,1024,N,WD,GasA,940,70
Detchd,1914.0,Unf,Fa,Mn,Unf,Unf,TA,Gd,0.0,None,FuseF,Inside,Gtl,RL,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1914,5,5,2Story,1Fam,Norm,0,13132,Pave,Reg,Norm,Crawfor,Lvl,AllPub,Normal,Gd,0,9,2006,7,0,0,0,0,0,40,203,N,180,1,0,Typ,TA,747,1,4,1,1,0,0,1784,0,892,892,Y,WD,GasA,747,70
BuiltIn,2003.0,RFn,TA,No,Unf,Unf,TA,Gd,106.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,Wd Shng,VinylSd,CompShg,Gable,2003,2003,5,7,2Story,Twnhs,Norm,0,2628,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,6,2010,6,0,0,0,0,0,27,0,Y,474,2,0,Typ,Gd,764,1,2,1,2,0,0,1626,0,862,764,Y,WD,GasA,764,160
BuiltIn,2004.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,FR2,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2004,5,7,2Story,1Fam,Norm,0,12393,Pave,IR2,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,8,2006,9,0,0,0,0,0,48,100,Y,434,2,1,Typ,Gd,847,1,4,1,2,0,0,1948,0,1101,847,Y,WD,GasA,847,60
Detchd,2005.0,Unf,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2005,5,6,1Story,1Fam,Norm,0,13072,Pave,Reg,RRAe,SawyerW,Lvl,AllPub,Abnorml,Ex,0,6,2006,3,0,0,0,0,0,0,0,Y,484,2,0,Typ,TA,1141,1,3,1,1,0,0,1141,0,0,1141,Y,WD,GasA,1141,20
Attchd,2006.0,RFn,TA,Av,Unf,GLQ,TA,Gd,32.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2006,2006,5,8,1Story,1Fam,Norm,428,9037,Pave,IR1,Norm,Timber,HLS,AllPub,Normal,Ex,0,6,2007,12,0,0,0,0,0,33,120,Y,472,2,1,Typ,Ex,1048,1,2,0,2,0,0,1484,0,0,1484,Y,WD,GasA,1476,20
Attchd,2003.0,RFn,TA,No,Unf,GLQ,TA,Gd,252.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,7,2Story,1Fam,Norm,550,8158,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,8,2008,7,0,0,0,0,0,63,0,Y,543,2,0,Typ,Gd,334,1,3,1,2,0,1,1768,0,884,884,Y,WD,GasA,884,60
Attchd,2007.0,RFn,TA,Av,Unf,Unf,TA,Gd,0.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2007,2007,6,7,1Story,1Fam,Norm,0,9849,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,7,2007,6,0,0,0,0,0,56,0,Y,954,3,0,Typ,Gd,1689,1,3,0,2,0,0,1689,0,0,1689,Y,New,GasA,1689,20
Attchd,1974.0,RFn,TA,Gd,LwQ,GLQ,TA,Gd,81.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Gable,1974,1974,6,7,SFoyer,1Fam,Norm,885,10625,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Family,TA,168,6,2010,1,0,0,0,0,0,120,0,Y,528,2,2,Typ,Gd,0,1,3,0,2,0,1,1173,0,0,1173,Y,WD,GasA,1053,85
Attchd,2006.0,Fin,TA,Gd,Unf,GLQ,Gd,Ex,,,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,10,1Story,1Fam,Norm,1386,13891,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,7,2006,9,0,0,0,0,0,229,216,Y,850,3,1,Typ,Ex,690,1,2,1,2,0,1,2076,0,0,2076,Y,New,GasA,2076,20
Detchd,1931.0,Unf,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Mod,RL,PConc,TA,TA,Stucco,BrkFace,CompShg,Gable,1950,1929,7,8,2Story,1Fam,Norm,0,11435,Pave,IR1,Norm,Crawfor,HLS,AllPub,Normal,Fa,0,7,2006,6,0,0,0,0,0,0,0,Y,400,2,2,Typ,Gd,792,1,3,0,1,0,0,1517,0,725,792,Y,WD,GasA,792,70
BuiltIn,1984.0,Fin,TA,No,Unf,Unf,TA,Gd,74.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Hip,2003,1984,7,6,SLvl,1Fam,Norm,0,12090,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Abnorml,Ex,0,7,2007,1,0,0,147,0,0,112,268,Y,477,2,1,Typ,TA,585,1,3,1,3,0,0,1868,0,728,1140,Y,WD,GasA,585,80
Attchd,2005.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2005,5,7,2Story,1Fam,Norm,0,8125,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,6,2006,3,0,0,0,0,0,45,0,Y,615,2,0,Typ,Gd,756,1,3,1,2,0,0,1553,0,797,756,Y,New,GasA,756,60
Attchd,1976.0,Unf,TA,Av,Unf,GLQ,TA,TA,335.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1976,1976,5,6,SLvl,1Fam,Norm,539,12328,Pave,IR1,Norm,Mitchel,Lvl,AllPub,Normal,TA,0,6,2010,5,0,0,0,0,0,0,0,Y,888,3,0,Typ,TA,473,1,3,0,1,0,1,1034,0,0,1034,Y,WD,GasA,1012,80
